source,target
HLB 10월 9일의 뉴스 링크를 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'HLB')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 10 AND DAY(Pubdate) = 9"
포스코퓨처엠의 1일 전 뉴스 제목을 알려줘,"SELECT Title, Description FROM NaverNews WHERE (Company = '포스코퓨처엠') AND DATE(Pubdate) = DATE(NOW() - INTERVAL 3 DAY)"
현대차 관련 최근 뉴스를 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '현대차') order by Pubdate DESC LIMIT 1"
JYP 관련 최근 뉴스를 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'JYP') order by Pubdate DESC LIMIT 1"
삼성바이오로직스의 5월 4일자 뉴스를 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '삼성바이오로직스')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 5 AND DAY(Pubdate) = 4"
삼성바이오로직스의 1일 전 뉴스 제목을 알려줘,"SELECT Title, Description FROM NaverNews WHERE (Company = '삼성바이오로직스') AND DATE(Pubdate) = DATE(NOW() - INTERVAL 3 DAY)"
HLB의 지난 4일 간의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'HLB') order by Pubdate DESC LIMIT 4"
카카오 관련 최근 뉴스를 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '카카오') order by Pubdate DESC LIMIT 1"
카카오의 최근 2일 간의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '카카오') order by Pubdate DESC LIMIT 2"
삼성바이오로직스의 5일 전 뉴스 제목을 알려줘,"SELECT Title, Description FROM NaverNews WHERE (Company = '삼성바이오로직스') AND DATE(Pubdate) = DATE(NOW() - INTERVAL 3 DAY)"
에코프로비엠의 지난 6일 동안의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '에코프로비엠') order by Pubdate DESC LIMIT 6"
셀트리온헬스케어의 5일 전 뉴스 제목을 알려줘,"SELECT Title, Description FROM NaverNews WHERE (Company = '셀트리온헬스케어') AND DATE(Pubdate) = DATE(NOW() - INTERVAL 3 DAY)"
펄어비스 관련 최근 뉴스를 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '펄어비스') order by Pubdate DESC LIMIT 1"
삼성바이오로직스의 최근 소식을 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '삼성바이오로직스') order by Pubdate DESC LIMIT 1"
POSCO홀딩스의 최신 소식을 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'POSCO홀딩스') order by Pubdate DESC LIMIT 1"
엘앤에프의 최근 6일 간의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '엘앤에프') order by Pubdate DESC LIMIT 6"
셀트리온헬스케어의 4일 전 뉴스 제목을 알려줘,"SELECT Title, Description FROM NaverNews WHERE (Company = '셀트리온헬스케어') AND DATE(Pubdate) = DATE(NOW() - INTERVAL 3 DAY)"
삼성전자에서 7월 2일에 발표한 뉴스가 뭐야?,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '삼성전자')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 7 AND DAY(Pubdate) = 2"
코스닥의 5월 20일자 뉴스를 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '코스닥')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 5 AND DAY(Pubdate) = 20"
HLB 관련 최근 뉴스를 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'HLB') order by Pubdate DESC LIMIT 1"
삼성전자우에 대한 3월 15일의 뉴스 제목을 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '삼성전자우')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 3 AND DAY(Pubdate) = 15"
엘앤에프 관련 최근 뉴스를 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '엘앤에프') order by Pubdate DESC LIMIT 1"
HLB에서 11월 26일에 발표한 뉴스가 뭐야?,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'HLB')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 11 AND DAY(Pubdate) = 26"
SK하이닉스의 최신 뉴스 4개를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'SK하이닉스') order by Pubdate DESC LIMIT 4"
엘앤에프의 최근 소식을 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '엘앤에프') order by Pubdate DESC LIMIT 1"
HLB의 최신 뉴스 링크를 보여줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'HLB') order by Pubdate DESC LIMIT 1"
SK하이닉스의 지난 1일 동안의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'SK하이닉스') order by Pubdate DESC LIMIT 1"
엘앤에프의 7월 17일자 뉴스를 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '엘앤에프')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 7 AND DAY(Pubdate) = 17"
셀트리온헬스케어의 5일 전 뉴스 제목을 알려줘,"SELECT Title, Description FROM NaverNews WHERE (Company = '셀트리온헬스케어') AND DATE(Pubdate) = DATE(NOW() - INTERVAL 3 DAY)"
엘앤에프의 지난 2일 동안의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '엘앤에프') order by Pubdate DESC LIMIT 2"
애플의 최신 뉴스 7개를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '애플') order by Pubdate DESC LIMIT 7"
엘앤에프의 지난 4일 간의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '엘앤에프') order by Pubdate DESC LIMIT 4"
펄어비스의 6월 25일에 대한 뉴스 내용을 보여줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '펄어비스')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 6 AND DAY(Pubdate) = 25"
삼성바이오로직스 관련 최근 뉴스를 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '삼성바이오로직스') order by Pubdate DESC LIMIT 1"
코스닥 3월 13일의 뉴스 링크를 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '코스닥')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 3 AND DAY(Pubdate) = 13"
POSCO홀딩스 4월 15일의 뉴스 링크를 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'POSCO홀딩스')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 4 AND DAY(Pubdate) = 15"
엘앤에프 관련 최근 뉴스를 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '엘앤에프') order by Pubdate DESC LIMIT 1"
현대차의 최신 소식을 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '현대차') order by Pubdate DESC LIMIT 1"
코스닥 관련 최근 뉴스를 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '코스닥') order by Pubdate DESC LIMIT 1"
삼성SDI에서 2월 19일에 발표한 뉴스가 뭐야?,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '삼성SDI')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 2 AND DAY(Pubdate) = 19"
에코프로의 최근 소식을 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '에코프로') order by Pubdate DESC LIMIT 1"
엘앤에프의 최근 6일 간의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '엘앤에프') order by Pubdate DESC LIMIT 6"
애플의 지난 4일 간의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '애플') order by Pubdate DESC LIMIT 4"
LG에너지솔루션의 최신 뉴스 2개를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'LG에너지솔루션') order by Pubdate DESC LIMIT 2"
코스닥의 5월 23일자 뉴스를 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '코스닥')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 5 AND DAY(Pubdate) = 23"
삼성전자우의 최근 3일 간의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '삼성전자우') order by Pubdate DESC LIMIT 3"
포스코퓨처엠에서 3월 26일에 발표한 뉴스가 뭐야?,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '포스코퓨처엠')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 3 AND DAY(Pubdate) = 26"
삼성전자의 최근 소식을 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '삼성전자') order by Pubdate DESC LIMIT 1"
JYP의 최신 뉴스 6개를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'JYP') order by Pubdate DESC LIMIT 6"
에코프로비엠에 대한 8월 14일의 뉴스 제목을 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '에코프로비엠')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 8 AND DAY(Pubdate) = 14"
에코프로의 4월 14일자 뉴스를 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '에코프로')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 4 AND DAY(Pubdate) = 14"
삼성전자우의 최근 소식을 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '삼성전자우') order by Pubdate DESC LIMIT 1"
포스코DX에서 9월 6일에 발표한 뉴스가 뭐야?,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '포스코DX')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 9 AND DAY(Pubdate) = 6"
삼성전자의 10월 26일자 뉴스를 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '삼성전자')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 10 AND DAY(Pubdate) = 26"
펄어비스에 대한 4월 25일의 뉴스 제목을 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '펄어비스')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 4 AND DAY(Pubdate) = 25"
포스코DX의 최근 7일 간의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '포스코DX') order by Pubdate DESC LIMIT 7"
포스코DX의 최근 5일 간의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '포스코DX') order by Pubdate DESC LIMIT 5"
코스닥에서 6월 2일에 발표한 뉴스가 뭐야?,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '코스닥')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 6 AND DAY(Pubdate) = 2"
엘앤에프 관련 최근 뉴스를 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '엘앤에프') order by Pubdate DESC LIMIT 1"
코스닥의 4일 전 뉴스 제목을 알려줘,"SELECT Title, Description FROM NaverNews WHERE (Company = '코스닥') AND DATE(Pubdate) = DATE(NOW() - INTERVAL 3 DAY)"
삼성전자우에서 12월 18일에 발표한 뉴스가 뭐야?,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '삼성전자우')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 12 AND DAY(Pubdate) = 18"
삼성바이오로직스의 최신 뉴스 링크를 보여줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '삼성바이오로직스') order by Pubdate DESC LIMIT 1"
삼성전자우의 최신 소식을 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '삼성전자우') order by Pubdate DESC LIMIT 1"
SK하이닉스의 최신 소식을 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'SK하이닉스') order by Pubdate DESC LIMIT 1"
삼성전자에서 11월 12일에 발표한 뉴스가 뭐야?,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '삼성전자')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 11 AND DAY(Pubdate) = 12"
에코프로비엠의 최신 뉴스 링크를 보여줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '에코프로비엠') order by Pubdate DESC LIMIT 1"
코스닥의 최근 소식을 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '코스닥') order by Pubdate DESC LIMIT 1"
삼성바이오로직스의 8월 3일자 뉴스를 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '삼성바이오로직스')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 8 AND DAY(Pubdate) = 3"
SK하이닉스에 대한 5월 1일의 뉴스 제목을 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'SK하이닉스')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 5 AND DAY(Pubdate) = 1"
애플의 최근 소식을 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '애플') order by Pubdate DESC LIMIT 1"
셀트리온제약에 대한 8월 15일의 뉴스 제목을 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '셀트리온제약')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 8 AND DAY(Pubdate) = 15"
포스코퓨처엠의 지난 6일 간의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '포스코퓨처엠') order by Pubdate DESC LIMIT 6"
에코프로의 2월 28일에 대한 뉴스 내용을 보여줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '에코프로')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 2 AND DAY(Pubdate) = 28"
SK하이닉스 뉴스의 최근 제목 5개를 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'SK하이닉스') order by Pubdate DESC LIMIT 5"
HLB의 12월 13일에 대한 뉴스 내용을 보여줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'HLB')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 12 AND DAY(Pubdate) = 13"
POSCO홀딩스의 11월 28일자 뉴스를 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'POSCO홀딩스')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 11 AND DAY(Pubdate) = 28"
삼성전자우의 7월 13일자 뉴스를 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '삼성전자우')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 7 AND DAY(Pubdate) = 13"
에코프로 뉴스의 최근 제목 4개를 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '에코프로') order by Pubdate DESC LIMIT 4"
삼성전자의 지난 1일 동안의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '삼성전자') order by Pubdate DESC LIMIT 1"
네이버의 3월 26일에 대한 뉴스 내용을 보여줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '네이버')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 3 AND DAY(Pubdate) = 26"
네이버의 10월 1일자 뉴스를 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '네이버')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 10 AND DAY(Pubdate) = 1"
펄어비스에 대한 2월 21일의 뉴스 제목을 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '펄어비스')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 2 AND DAY(Pubdate) = 21"
삼성전자에 대한 4월 18일의 뉴스 제목을 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '삼성전자')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 4 AND DAY(Pubdate) = 18"
카카오의 12월 25일에 대한 뉴스 내용을 보여줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '카카오')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 12 AND DAY(Pubdate) = 25"
코스닥 관련 최근 뉴스를 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '코스닥') order by Pubdate DESC LIMIT 1"
셀트리온헬스케어의 최신 뉴스 링크를 보여줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '셀트리온헬스케어') order by Pubdate DESC LIMIT 1"
에코프로비엠의 최신 소식을 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '에코프로비엠') order by Pubdate DESC LIMIT 1"
삼성바이오로직스의 지난 7일 동안의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '삼성바이오로직스') order by Pubdate DESC LIMIT 7"
셀트리온제약의 최신 소식을 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '셀트리온제약') order by Pubdate DESC LIMIT 1"
애플의 최근 1일 간의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '애플') order by Pubdate DESC LIMIT 1"
포스코DX의 최신 뉴스 링크를 보여줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '포스코DX') order by Pubdate DESC LIMIT 1"
네이버 8월 24일의 뉴스 링크를 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '네이버')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 8 AND DAY(Pubdate) = 24"
셀트리온헬스케어 뉴스의 최근 제목 2개를 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '셀트리온헬스케어') order by Pubdate DESC LIMIT 2"
에코프로에 대한 6월 26일의 뉴스 제목을 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '에코프로')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 6 AND DAY(Pubdate) = 26"
에코프로비엠의 지난 5일 동안의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '에코프로비엠') order by Pubdate DESC LIMIT 5"
포스코퓨처엠에 대한 2월 28일의 뉴스 제목을 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '포스코퓨처엠')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 2 AND DAY(Pubdate) = 28"
에코프로의 최신 뉴스 7개를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '에코프로') order by Pubdate DESC LIMIT 7"
SK하이닉스에서 10월 14일에 발표한 뉴스가 뭐야?,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'SK하이닉스')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 10 AND DAY(Pubdate) = 14"
에코프로비엠의 3월 17일자 뉴스를 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '에코프로비엠')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 3 AND DAY(Pubdate) = 17"
삼성전자의 최신 뉴스 링크를 보여줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '삼성전자') order by Pubdate DESC LIMIT 1"
삼성전자 뉴스의 최근 제목 2개를 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '삼성전자') order by Pubdate DESC LIMIT 2"
애플에서 3월 21일에 발표한 뉴스가 뭐야?,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '애플')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 3 AND DAY(Pubdate) = 21"
네이버 뉴스의 최근 제목 3개를 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '네이버') order by Pubdate DESC LIMIT 3"
에코프로비엠에서 3월 7일에 발표한 뉴스가 뭐야?,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '에코프로비엠')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 3 AND DAY(Pubdate) = 7"
HLB의 최근 소식을 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'HLB') order by Pubdate DESC LIMIT 1"
포스코퓨처엠 3월 8일의 뉴스 링크를 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '포스코퓨처엠')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 3 AND DAY(Pubdate) = 8"
HLB의 지난 3일 동안의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'HLB') order by Pubdate DESC LIMIT 3"
애플에서 12월 23일에 발표한 뉴스가 뭐야?,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '애플')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 12 AND DAY(Pubdate) = 23"
POSCO홀딩스의 최근 6일 간의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'POSCO홀딩스') order by Pubdate DESC LIMIT 6"
POSCO홀딩스의 지난 7일 간의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'POSCO홀딩스') order by Pubdate DESC LIMIT 7"
펄어비스에 대한 10월 4일의 뉴스 제목을 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '펄어비스')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 10 AND DAY(Pubdate) = 4"
펄어비스의 9월 9일자 뉴스를 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '펄어비스')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 9 AND DAY(Pubdate) = 9"
카카오의 최신 뉴스 링크를 보여줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '카카오') order by Pubdate DESC LIMIT 1"
삼성전자우의 지난 4일 간의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '삼성전자우') order by Pubdate DESC LIMIT 4"
엘앤에프의 지난 6일 동안의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '엘앤에프') order by Pubdate DESC LIMIT 6"
SK하이닉스의 10월 14일에 대한 뉴스 내용을 보여줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'SK하이닉스')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 10 AND DAY(Pubdate) = 14"
JYP에서 10월 17일에 발표한 뉴스가 뭐야?,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'JYP')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 10 AND DAY(Pubdate) = 17"
에코프로비엠 8월 19일의 뉴스 링크를 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '에코프로비엠')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 8 AND DAY(Pubdate) = 19"
엘앤에프 관련 최근 뉴스를 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '엘앤에프') order by Pubdate DESC LIMIT 1"
삼성전자의 최신 소식을 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '삼성전자') order by Pubdate DESC LIMIT 1"
현대차의 지난 6일 간의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '현대차') order by Pubdate DESC LIMIT 6"
삼성전자의 지난 6일 동안의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '삼성전자') order by Pubdate DESC LIMIT 6"
JYP의 6월 10일자 뉴스를 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'JYP')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 6 AND DAY(Pubdate) = 10"
애플의 최근 소식을 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '애플') order by Pubdate DESC LIMIT 1"
POSCO홀딩스의 최신 뉴스 링크를 보여줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = 'POSCO홀딩스') order by Pubdate DESC LIMIT 1"
포스코DX 5월 23일의 뉴스 링크를 알려줘,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '포스코DX')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 5 AND DAY(Pubdate) = 23"
삼성바이오로직스의 최신 뉴스 링크를 보여줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '삼성바이오로직스') order by Pubdate DESC LIMIT 1"
셀트리온제약의 지난 5일 동안의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '셀트리온제약') order by Pubdate DESC LIMIT 5"
셀트리온헬스케어에서 5월 16일에 발표한 뉴스가 뭐야?,"SELECT Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '셀트리온헬스케어')  YEAR(Pubdate) = 2023 AND MONTH(Pubdate) = 5 AND DAY(Pubdate) = 16"
포스코퓨처엠의 최신 뉴스 7개를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '포스코퓨처엠') order by Pubdate DESC LIMIT 7"
엘앤에프의 최신 뉴스 링크를 보여줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '엘앤에프') order by Pubdate DESC LIMIT 1"
셀트리온헬스케어의 최신 소식을 알려줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '셀트리온헬스케어') order by Pubdate DESC LIMIT 1"
네이버의 지난 5일 간의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '네이버') order by Pubdate DESC LIMIT 5"
셀트리온제약의 지난 6일 동안의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '셀트리온제약') order by Pubdate DESC LIMIT 6"
셀트리온제약의 지난 7일 간의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '셀트리온제약') order by Pubdate DESC LIMIT 7"
네이버의 지난 7일 동안의 뉴스를 요약해줘,"SELECT Company, Title, Link, Description, Pubdate FROM NaverNews WHERE (Company = '네이버') order by Pubdate DESC LIMIT 7"
